"","data.Choice","data.A_follower_count...data.B_follower_count","data.A_following_count...data.B_following_count","data.A_listed_count...data.B_listed_count","data.A_mentions_received...data.B_mentions_received","data.A_retweets_received...data.B_retweets_received","data.A_mentions_sent...data.B_mentions_sent","data.A_retweets_sent...data.B_retweets_sent","data.A_posts...data.B_posts","data.A_network_feature_1...data.B_network_feature_1","data.A_network_feature_2...data.B_network_feature_2","data.A_network_feature_3...data.B_network_feature_3"
"1210",1,99793,-830,1750,512.343989500465,143.792760746465,3.45548709745,1.744428348725,3.47350125395,1743,30.7592067989,1251.02832861
"1211",0,-231944,28216,-5045,-645.4667654447,-293.10630387411,-20.05366876435,-0.507259299664,-13.73385003431,-2310,9.1343130554,-789.21424774
"1212",1,541332,2100,10391,2418.07581570263,981.165845201628,13.825081462665,0,32.872520557665,8549,58.1202267994,4824.41090025
"1213",1,141830,127183,8683,873.914900025245,347.332694085245,4.397967261115,0,34.877474365265,2766,105.734781061,5264.96262015
"1214",1,-1128,-2040,-82,-4.8398276896,-4.6037559097,-6.14126091986,-0.253875540744,-9.713668115372,8,-10.117872807,-529.28042763
"1215",0,3168,414,124,-0.84782540263,0.341593242498,-0.46808561768,-0.734203011657,-0.73184121261,0,-33,-192.73333334
"1216",0,-2271857,-2581,-11876,-6781.64849457979,-2944.42374172146,-12.620957620899,-2.691357618125,-64.87743199723,-21675,67.8073023546,1233.13131773
"1217",1,1569624,17013,15458,5032.7821547819,-18.53292450668,-0.747318640304,0.00475647376299998,-1.42977907024,18372,-50.70199426366,-61931.948772105
"1218",1,24102,-190,36,12.255292743865,7.043763397735,2.035263953085,0.498878882886,4.565861416575,50,117.098039216,6075.88235294
"1219",1,635813,-207,1373,20676.7569714695,5606.64116645724,0.988955046096,-0.236628594209,33.086739856085,56191,-59.65242459356,-1502.457986587
"1220",1,-4302611,-32676,-6040,-172215.80090951,-51776.081512067,-8.6013975913,-0.79254332402,-4.45654744404,-208748,77.68867285251,3293.62877353
"1221",0,-28907,-896,-3711,26.4244682994,19.8753253179,4.33884681279,2.238629879265,4.8817361576,57,-208.03291245825,-4354.65925926
"1222",1,237711,-117634,538,-38.7793512316,-12.54255548182,-9.08844554386,0.505263357628,-5.00185781714,-114,90.342275671,1971.0821256
"1223",1,-8124454,2898,-22472,-2597.779708211,-701.9060978894,21.08346015158,8.676875094864,18.66862256576,-9025,320.8461935773,6961.77396813
"1224",1,185959,90162,3155,476.5734023452,75.668374314265,-2.969080756245,0,-2.664258725125,734,255.5841292296,18902.37920056
"1225",1,11300,185,570,99.550668984865,34.759685937265,9.464288804145,2.747251570665,9.506281753585,319,63.9783281734,2237.21052632
"1226",1,4109,-120,156,0.83650954105,-1.057471879005,2.6982444057,0.508914963203,0.99656054979,0,35.3623188407,3421.63146998
"1227",1,121,92,-47,1.95778157194,0.178588163953,0.741316066094,0.748983620303,0.985313578656,6,131.25,2022.65
"1228",1,203267,6713,2092,202.1386148073,97.7327822117,3.970653539,1.476168356217,9.00360064537,731,-68.9316759593,5721.55029106
"1229",1,2262724,3024,11472,6741.8128256378,2938.60123627329,-6.6923411671,0.93009576951,53.9451790866,21550,-100.5724538699,-1367.93434804
"1230",0,-125988,218,-4086,-169.52709066337,-36.981919274819,0.72403519705,0.50223624704,0.22027320871,-679,66.31947682,227.75861176
"1231",0,-626,-211,-36,-4.408959775535,-1.832988654816,-0.714713723006,0.229505834504,-1.703066767946,-20,-325.818181818,-11067.6363636
"1232",0,-34240,-29640,-1680,-15.081170841282,-3.634702028872,-8.103827839915,-0.231919685184,-6.888311598255,-65,1.4696969697,1130.10606061
"1233",1,-147276,-8902,-2729,-117.1558764799,-46.58703687403,3.20682524304,0.777790226875,0.74939631456,-457,-77.571823204,-4308.76988308
"1234",0,-126635,270,-898,-21.05493955755,-8.62154759604,-3.734195050844,-0.234262308266,-3.48883947027,-89,-92.436507937,-3127.06349207
"1235",1,114812,117610,2079,56.90589604798,15.58500309187,6.74924466122,-1.232451216025,2.85534330971,177,88.7061469263,3315.12477095
"1236",0,-440,4293,122,-32.39318176804,-1.23073021204,0.25633571192,0.24143311316,-0.456497820704,-88,22.3299031477,-799.02058111
"1237",1,-70683,-214,784,-40.672364234,-42.7534557592,-7.82040525283,-2.993607413561,-6.56323953934,-110,14.4472757614,2828.77145611
"1238",1,7335144,-1348,43575,12471.4889002642,9596.90056953146,4.969568393551,0.999244627541,3.20342239028,46902,1.32031991897,-5692.513410851
"1239",1,45712,7383,3602,79.869370918153,23.158751569265,4.401847772475,0,4.931536184971,310,-636.60443038,-7354.34177215
"1240",1,4936392,-48,25872,1771.28495265926,830.019278592266,0,0,-0.490355567365,7312,7.0441936361,1288.32243677
"1241",1,-112629,-19939,-8509,-17.896372552,-60.5313883163,5.2478994903,0.239018782029,8.2563794452,-372,17.9769143542,1538.56877554
"1242",0,-1532316,2402,4190,-491.032554047,-7.77271746950001,-0.808285482530001,-1.27114476423,2.70841569708,-1274,246.8438813816,7369.57548788
"1243",1,-365540,-331630,-527,-119.5366957797,-92.9301123435,6.489741751225,2.238629879265,11.989141253665,-432,-15.42512557265,-430.98603522
"1244",1,9910,2744,683,45.306411668599,16.812784455165,17.232875235665,0.705176873601,13.364840340065,184,128.340540541,3225.26486486
"1245",1,-12960,5130,-218,-43.5144663754,-21.9195865303,-6.272702014475,-0.740216386119,-6.5083596903,-240,-31.8361889588,544.1190927
"1246",1,390087,6526,3159,242.7657977529,119.1521860529,-6.7069601829,-0.772817431191,4.37747905778,913,-48.0155352921,-250.42485647
"1247",0,-575043,3109,-6971,-289.78181590484,-133.19570575862,-13.260736901,-4.465243340575,-7.436870184514,-1173,-0.862346262999992,-1842.85371334
"1248",0,-360693,878,-6666,-436.0087421343,-120.4832934308,-6.54406745268,-3.265936314705,-9.53681971058,-1492,81.1160827382,5930.84027378
"1249",0,-107824,-2799,736,-58.3331673619,-26.9094430736,0.94451933144,-0.24143311316,1.71364825591,-230,73.323746416,-2209.23956221
"1250",0,-15541,-2090,-909,-24.20649792022,-1.721991622445,-6.993799656845,-1.018401514515,-4.00416423942,-96,-107.183673469,-3675.08163265
"1251",0,-223927,-124,-6182,-55.966972818483,-11.753553680265,0,0,-5.682475395765,-208,150.0747663551,-3288.99688473
"1252",0,-469397,107,-7699,-710.4283715726,-344.3441704334,-3.64917652511,-0.485599093603,-5.732348768286,-2978,89.2998929859,735.87176215
"1253",1,456408,-2302,2612,1142.548195297,578.2294691767,-21.408265633824,0.00982902263700003,-20.46810300213,3647,-176.43797630423,-6607.248318055
"1254",1,861357,4096,19415,5744.44262683199,5311.40670030147,13.933640151697,0.251336785336,14.401599123597,3640,65.8732620321,3268.47967914
"1255",1,548202,177,6310,232.336323542,114.3392977727,-7.2172619747,4.223810227414,-19.25077442057,930,-97.1140192836,-3697.44933288
"1256",0,-62504,-43590,-980,0.718457475699999,-0.55183159489,14.574729305553,2.438163817405,1.94219184351,-11,51.0325059103,2561.27304965
"1257",1,2770876,18903,15671,5086.1729524464,5.0211346492,0.709957249241,0.239018782029,0.981253948105,18540,-13.99643870816,-444.032105405
"1258",1,-15,207,3,1.344670177565,0,0,0,0.258801739198,5,96.6,1414.2
"1259",1,492986,2949,12325,308.87133618926,141.753032153266,4.385586803965,0.948904564655,4.215964398,1271,29.0328185328,-225.21042471
"1260",1,882630,-33020,20791,-157103.6366902,-42533.22667138,-5.11644612804,2.6873113324,-1.5983926791,-151876,4.94962807951,-115.43534095
"1261",0,101265,394,-4314,-556.014296872,-296.9006678416,4.60085735455,-0.226568851032,-2.49757963776,-2497,16.3021443094,1178.78215312
"1262",1,9674135,46888,64477,13555.47866375,4941.447676919,-2.243060595017,-0.482866226321,-0.7734390535,51117,-1.4030971958,-679.84326011
"1263",0,-289575,121,-5752,-482.1343584234,-203.84702912623,11.05072263146,1.684128073842,3.94129644082,-1985,47.1687908498,842.72009804
"1264",0,-1911640,-33202,-14850,-38158.9791227901,-131.646295775404,-1.0673909025,-0.271956633999,-3.791275098889,-21962,8.2546372492,-498.92097771
"1265",1,863992,6739,19527,5732.9556125122,5310.45671754444,8.65122812919,-1.514665264389,8.89830409928,3607,-10.6267379679,773.62673796
"1266",0,-5867,372,-473,-67.025702155383,-26.613743183743,-0.998286954112,-0.00731640127900002,-3.941460114482,-228,-208.229613734,-5490.39484979
"1267",1,203190,469,5428,1030.7029770892,558.113152833465,17.57405917932,1.270704512225,19.46662387744,3018,6.3280146019,100.4397374
"1268",0,-223449,-258,-6153,-36.1061325552,0.5147883529,7.682649598505,3.597692128945,5.5953096724,-157,-7.7070518267,-6421.027187764
"1269",1,48756,665,1236,247.138242042465,74.002988888865,2.931192296255,1.716242755135,20.823855936029,997,32.9027777778,1871.07142857
"1270",1,20065,1400,646,33.934463256782,20.967875182182,1.247464107295,0.500210724052,1.265418529715,156,8.5786163522,-1118.49685535
"1271",1,-3253769,-527899,-19074,-874.7113221372,-187.5228712981,-41.216686001965,-0.495458722174,-42.713201120165,-3462,11.1924751563,975.58629605
"1272",0,-1335081,-98255,-5651,-9755.759152731,-4927.6048568602,-9.1301048612,0,-189.0365922924,-27964,43.8381621682,917.67053663
"1273",1,-8013658,10537,-23018,-2682.936491602,-737.3425761596,0.95262113635,-0.241433113161,1.43216289783,-9354,114.0946872233,4245.9361976
"1274",0,-23143,152,-8,-11.800591934453,-7.043763397735,-2.035263953085,-0.498878882886,-4.070402694401,-48,718.901960784,5371.61764706
"1275",1,1152522,-38162,7677,5192.3614638775,1075.44016023723,15.33644591633,2.821388134902,4.32493029996,14932,-386.84914651128,-12975.49490955
"1276",1,3126,-2681,174,0.954486638050001,-1.51760781122,1.989290393575,0.736935878939,0.23868673973,-1,18.1764705882,223.173202615
"1277",0,-4496,-1633,-180,-21.85303391177,-13.428999373665,-4.275631828848,-2.487795236215,-3.802145770213,-93,-86.587628866,-1630.19072165
"1278",1,-48055,-40756,-1387,-0.154366723584,0.02243555873,0,0,0,-1,-43,-1639.5
"1279",0,-3737676,-51381,2013,-3299.10598409,-1566.774631617,-3.47328764206,0.189180138634,0.62342192809,-14175,49.405067709,1564.03605
"1280",1,150070,10188,2814,133.7457801852,48.76080210392,3.457328441035,0.24143311316,3.713346651235,520,123.071823204,6024.806880969
"1281",1,494924,2907,6277,299.31947352814,69.24001172645,1.517688742883,0.503587791911,2.246446006223,1061,-74.9974478221,1538.97306034
"1282",0,-3735,700,-159,-3.41845360915,0.518086649813,0.73878729961,0.00938101983599993,0.38951640227,-13,100.929347826,8467.63043478
"1283",0,-281861,-1959,-1650,-38.712306069165,-14.060536585765,-7.169572127292,-0.737438226327,-4.660851971402,-168,-379.311764706,-32020.8117647
"1284",0,-5820402,-190,-6624,-64028.95190202,-31290.395857377,29.21756654864,8.467863563155,90.67996457302,-183607,6.29457563022,436.74289175
"1285",0,-267847,-1545,-7864,-47.973216461965,-6.283395159985,-0.256439940145,-0.256439940145,0.251336785337,-207,-29.9146919431,-915.327014218
"1286",0,-39859,-7077,-3534,-78.09158535942,-22.544698587655,-3.640221150243,0,-4.16990956274,-301,-186.1228423473,-3572.976409668
"1287",1,201133,14254,2036,-14.9211128976,2.66468133882,-5.211891159095,0,-4.718639589715,-42,96.963180572,9926.71053659
"1288",1,8124454,-2898,22472,2597.779708211,701.9060978894,-21.08346015158,-8.676875094864,-18.66862256576,9025,-320.8461935773,-6961.77396813
"1289",0,-3290511,-478,30247,-65200.674295368,-31858.637906704,-1.511906751725,0,-2.531103395845,-185283,56.31818637702,2338.22249885
"1290",1,-1833501,-27183,-12920,-38062.1427672566,-74.7746778175,11.67040238632,1.16483919058,8.51764027144,-21586,40.6713039159,999.33683479
"1291",1,-4010,572,-67,-2.71949775017,-1.095529906499,5.034854502465,1.931955380975,4.322652435065,-11,189.363636364,3578.136363639
"1292",0,-699,-772,-29,-0.97997087636,-0.261646709668,-0.70226925996,0.019811345936,-0.465640665755,-3,0,-68.5
"1293",1,9537669,-126,17684,4313.3538891865,655.0412982028,2.52760359385,-0.74991787399,-1.25757227374,12157,-80.2024904493,1180.72112876
"1294",1,4201,196,325,8.04625149726,3.163987535549,0.705818069573,-0.266959197702,0.96242337513,34,38.2205128205,3853.26153846
"1295",1,17842579,46885,90404,16376.5960262175,5728.85844772146,0.261646709668,0,1.507744699905,61011,-22.9259612151,747.61833235
"1296",1,38671,-1647,697,28.31260098462,16.206789193179,4.004628010152,1.486861825355,9.994936272826,104,-69.9525745257,-611.97831978
"1297",0,162953,-12352,6003,-39.3818865099,-7.87212307595,-17.788248361565,-1.747521654985,-13.838774964565,-126,-118.092717087,-9110.50896356
"1298",0,-17,1491,-139,-3.98056887916,-0.757105431842,-1.196150703235,0,-1.433225090241,-13,66.435714286,532.93571429
"1299",0,68915,73907,3177,43.1058335101,19.45970444856,6.158466320441,4.957410073215,7.484618260447,177,-245.5846873088,-4967.91584917
"1300",0,-216520,-72,-959,-435.3988455856,-137.29000217799,-7.56005826798,-2.432874424936,-10.06438648937,-1735,65.7413079983,4545.54716748
"1301",0,-1202281,1708,-12045,-65.2182178715,-14.87644845213,6.664153684075,1.019223340035,4.462742965795,-305,11.9744897959,-735.9817869
"1302",1,1833986,580,30622,1674.16640542147,388.325923890465,29.231348444265,7.207790087255,17.307869481029,6261,53.22601447,2662.89477823
"1303",0,-161924,-593,-4370,-181.808105844763,-77.675739818363,-11.507164682665,-3.489516431495,-9.504651162145,-687,-73.9386590585,-713.65049929
"1304",0,-42893,856,-2621,-144.61722747812,-36.677827184479,-27.295665478762,-3.232988445655,-23.023842477726,-533,-42.4598489366,-176.95905386
"1305",0,-1027,-79,-36,-0.25322155401,0,0.234262308266,0,-0.029276728724,-1,-744,-10148.5
"1306",0,724693,313,7642,-298.1876996263,-143.510203877,-1.70616685729,-2.47640652408,-5.72867120715,-979,-3.2256486287,1442.9171238
"1307",0,-705,-388,-19,-7.404089333109,-1.773414357085,-2.782362935199,-0.266959197702,-1.491841860459,-28,-65.0689655172,-1341.55172414
"1308",0,261351,-150683,-1174,2990.91002747,1889.5847572499,-3.1436576324,-0.46807889876,74.8677755722,10270,-225.7586728541,-10796.23807453
"1309",1,355441,567,2745,24.525937175345,4.170152857425,2.043902998505,0.505263357628,1.526535548785,91,258.255319149,8121
"1310",0,-41972,22944,-1019,3.5383181478,0.400491718000001,-0.2138344262,0.50082731991,2.97510510498,-14,-122.729382585,-2663.99937992
"1311",0,-863940,20689,-5185,-3235.83127978455,-1963.57337077197,-17.03362715215,0.23105207649,-87.61309696487,-10946,218.5428365911,8759.90894494
"1312",1,-190,-222,-56,18.675469896438,0.425882942728,0.724593973753,0.236628594209,0.475270320282,57,-162.6532258065,-2162.35483871
"1313",1,4272771,-22586,31809,7006.6692765612,3754.6698577201,2.001490664095,0.239018782029,10.116028314965,25084,-69.0400670257,-3027.48705423
"1314",0,259169,-1225,-15015,-1693.498796326,-588.8037252866,-2.99766562781,-0.26378218412,-12.35816158955,-6435,-49.6229760095,-1729.418531309
"1315",0,4714657,-208,18400,1598.949150906,730.418655613,-3.007987118265,-1.514213466555,-4.301415342465,6642,-20.5527226635,693.86678332
"1316",1,566618,-37418,-16586,3060.780157094,1921.9599653902,11.26805413541,-0.49247126264,85.78597589842,10257,-224.3094762021,-5987.65914787
"1317",0,-10980,-160,-447,-2.828471152205,-0.779693420199,0,0,-0.244020384057,-9,-19.5,-1779.7
"1318",0,-502094,-172,-15921,-3610.82485208114,-875.02517532525,-7.242720331503,-2.167070900915,-23.035368487073,-12421,98.0383419176,536.47289025
"1319",1,3649,-184,203,22.26793375063,5.40639704727,0.0659201887999998,-0.465783765385,1.0017410965,101,107.378378378,3380.381381381
"1320",0,-484915,-35516,-6581,-42.13600784143,-3.74086314319,0.29442351572,0.026708367753,1.50486785174,-159,-387.01608187133,-13736.092105267
"1321",1,14479,11425,861,47.978590139783,12.884570303943,17.053770857362,1.508502872956,13.106687648182,166,183.211764706,10669.7470588
"1322",0,-34622,26445,-14,130.256656161,0.666057543699999,9.29212498973,-0.495909017934,9.60096626436,312,196.7847968871,4095.554763
"1323",0,-56546,-26706,-5201,-271.204656160053,-35.855300800565,-12.978884419565,0,-12.046919164991,-888,541.829268293,2713.5232816
"1324",0,-17182,1664,-608,-30.15879248284,-18.74608915733,-1.247464107295,-0.500210724052,-0.25685390962,-140,-80.5786163522,-1396.558700206
"1325",0,-3244390,-550738,-17043,-837.6818855167,-178.3041760503,-40.520926946414,-0.26353903699,-42.481281434981,-3261,172.5295872868,5034.20504205
"1326",0,511186,206,1274,-45.415340925,183.790759662,-0.97769693365,-0.97332437225,5.99991931724,234,-24.7579290941,218.40437342
"1327",0,-47910,-445,-1184,-236.3323962078,-71.74446817865,0.94348140941,-0.69232819386,-18.53974892282,-965,34.0089869281,-751.6302521
"1328",0,-235679,-703,-2780,-77.093070025365,-23.870573099365,-12.192274512882,-2.450221709875,-12.257745648582,-307,-159.200647249,-5131.31067961
"1329",1,1612462,-2862,14334,5236.53961466923,1080.28772753143,17.535608309765,3.292326602115,6.521702505575,15099,6.91693536005,1031.347195717
"1330",0,-125343,-863,-4071,-54.78032265922,-23.345636278065,-1.89445499829,0.256439940145,-6.85096515592,-238,-217.241666667,-6466.73333333
"1331",0,333482,1575,1978,-93.2285215109,-52.20016661642,-4.22879901597,-0.234953028491,-8.19996603716,-374,153.044680851,4543.99574468
"1332",0,-4927848,17525,-26041,-1201.339071652,-440.605794471,27.451537054265,7.067053387055,32.001402805365,-5559,-3.0748978615,-1672.17680297
"1333",0,-132083,-128526,-8295,-871.28389869126,-346.750470483266,-4.397967261115,0,-34.3871187979,-2758,-86.234781061,-3497.26262015
"1334",1,261344,-1230,386,629.5117341054,456.48660381828,5.360482129195,0,7.397623139705,2594,-14.95146395,-392.307864331
"1335",1,783852,735,15001,6870.49243922,5012.18763837573,21.58733423453,1.787387780039,16.34326316487,23918,-14.1273932656,-1344.69841139
"1336",1,29044569,135627,230049,20296.2058868,2112.30703338,-0.934706609985,0,-1.938533741145,25902,7.87615314889,18.1285691099999
"1337",1,17684156,-107193,88815,16077.56501874,5648.7686646911,0.261646709668,0,1.507744699905,60222,-111.6787632081,-10138.19362285
"1338",1,2660,-1399,262,-7.64715369306,0.10022414717,-4.24780255028,-1.763522941215,-4.47130203558,-29,38.5999245852,3271.505656107
"1339",0,-2260347,165,-12669,-13577.7176813192,-1882.58655350066,-25.63645434706,-12.765960275281,-17.01587715469,-35636,-0.7589063641,-1596.642266052
"1340",0,-14604,-559,-1624,39.15116021052,12.98884497481,8.639663010198,0.764320280336,16.255529460667,115,-60.304379562,-921.82372263
"1341",1,-2938404,9452,8426,855.0398532835,337.68115645878,4.397967261115,0,34.877474365265,2701,50.0929900162,-12311.09708135
"1342",0,1367291,552,17024,-2748.349540379,-1752.864397085,-17.251570199907,-0.4878091712,-89.298084604923,-9036,31.4592381599,2662.5711481
"1343",0,-5834,-1171,-30,-16.44001768196,-2.40003613936,-4.44054458938,-0.510831029173,-0.74958549752,-71,46,-170.19933555
"1344",0,-63547,-65868,-4875,-59.8839502736,-42.3190740022,0.22897967422,1.010655463645,-66.70265372973,-199,-187.4403044387,-8250.02942263
"1345",1,22436,-1066,2116,-45.252284327,-5.4293248709,-4.59317028599,-1.010655463645,-4.316901602336,-181,93.7485185397,792.33607991
"1346",1,-322433,-353,-1037,-1122.6927081276,-394.8949470454,-48.80247449992,-7.961053359145,-81.675458219966,-3262,94.2771302412,658.35585304
"1347",0,3062248,52,55375,-10580.23567623,-8918.990119385,-4.481449914207,-1.253120168285,-7.423741349157,-38927,29.81544902693,1800.654240271
"1348",0,-123392,11572,-548,-218.9062406374,-115.5130650954,-14.4927994329,-1.64731765447,-12.6691914793,-684,157.2332015542,6446.53037282
"1349",0,-33843,419,-2323,-78.69866071032,-30.00623566829,0.909763208,-0.269461437049,0.95820113813,-310,-40.2263557769,-5182.18042092
"1350",0,-627384,-150253,-6786,-234.6266391422,-73.65494340454,-15.61637690579,0.54582437404,-9.41262068198,-649,-159.287264834,-9471.19047412
"1351",1,496446,-6709,9592,755.300170051281,364.612633956465,4.664831528855,0.485599093603,3.24906867968,3165,-107.1084036239,-1487.16963449
"1352",0,-183427,41939,-6473,-174.812436363661,-100.205282139975,-3.007987118265,-1.514213466555,-4.301415342465,-677,-4.0969162996,-722.65565345
"1353",1,30563,26095,836,124.28985647704,21.34851786263,6.455751659265,0.239018782029,11.18313740317,211,67.7792207792,2960.250360746
"1354",0,1475441,-56478,8096,1.32233245399999,203.8383214072,-25.562380364094,-0.24143311316,-16.74405689185,902,-261.13767441956,-12011.85289114
"1355",0,-97637,-26763,-91,-372.7802895857,-9.80609194391,-17.71758276675,-0.00951342797600002,-10.60503206681,-738,-195.5864045867,-10869.35790341
"1356",1,-2633203,57298,16085,-11536.45404172,-4239.856573608,7.38080224683,1.459018535305,2.25702189558,-25235,34.15712707139,3140.15488149
"1357",0,-5200,387,-289,-7.86154762646,-1.76223674077,-14.06511114833,-2.438163817405,-5.91593548614,-21,-27.338888889,-2519.43333334
"1358",0,-3120,-960,-157,-2.098138744665,-0.855872570785,0,0,1.521477528695,-8,30.2222222222,4070
"1359",0,-181465,-4513,18024,-13192.74760939,-7528.45288103,-4.3533001054,-16.190036411765,-115.45935706,-44390,32.1363699596,679.31804512
"1360",0,-2753,-132,-99,-2.682976696474,-0.950782945465,-0.758887292475,0,-0.758887292475,-13,-81.3,-982.23333333
"1361",1,2749430,-530,15375,5087.09457142455,5.466264680885,-0.273193604174,-0.744132071386,-1.45098707519,18542,-223.79008950136,-9485.746391115
"1362",1,-16976,2695,-2632,-148.10284498123,-36.702885377428,-27.781264572365,-3.232988445655,-23.760778356665,-548,-124.73762671433,-2615.514609417
"1363",1,162402,-26780,-4183,180.787420383,104.0517302409,0.3596342829,2.943189905825,1.0051007609,906,-280.5088138988,-7358.16904717
"1364",1,-917275,-367,-7086,-3541.86085431,-763.120061031,-14.0550548489,-1.5346036904,-0.13811991524,-9892,4.01488568598,86.53308154
"1365",0,-11685,2509,-1283,19.4376602506,1.1231639707,21.13412929652,0.482866226321,26.653119125166,83,72.106304756,5122.52948999
"1366",1,-8337654,1260,-17519,-4280.5632764319,-643.8547957494,-5.81921672157,-1.503615053959,-0.60208875752,-12075,39.0981949166,58973.50481629
"1367",0,-75940,-9787,-2135,-0.7684439327,1.35909499435,0.77471027919,0,26.091389673665,-18,-302.2864450127,-13447.42966749
"1368",1,-126010,-47698,-8737,-112.0274365462,-63.1338170216,0.03961193833,0.500210724052,-2.66990404835,-443,30.7763099272,-25.122885
"1369",0,-210080,-2081,-4907,50.8805210388,21.41369781918,0.439319115406,-0.024520254961,-0.024520254961,223,211.7657678269,7574.974135212
"1370",1,98185,-2694,1586,496.6863666379,138.5739097099,-9.58854318676,0.47615219536,-1.51080396015,1683,-58.2725392328,-2042.28913171
"1371",1,517,-149,84,4.580844501921,0.600621203791,0.6813261938,0.508392310862,1.66050753947,12,94,1505.92857143
"1372",1,1397052,228,19640,958.93397614075,573.55489673408,4.106335935593,0.705176873601,5.874343384093,3987,-21.4811610803,1359.99370629
"1373",1,15669,280,1182,18.015321827665,8.726785633225,0,0,0.480546970342,82,159,9918.8313253
"1374",1,228966,785,2712,68.5021412897,21.32894444958,12.194762747057,2.450221709875,10.0131487405,276,129.7167762813,364.02035703
"1375",1,622279,352,7309,605.3615818,329.019843591343,3.951775597785,1.240062414355,12.204532077165,2494,9.0767546301,461.56897896
"1376",1,-322249,27738,-1115,-9.3934127348,-0.48409722929,6.05992484141,-0.273343672444,5.36177604947,-26,-182.7250161187,-6216.10606061
"1377",1,-45696,56571,-5090,379.0624030953,8.46742615615,25.821410606665,0.24143311316,17.493343665065,762,204.497659998,11105.01374756
"1378",0,-1702447,1233,-11896,-837.014561223925,-93.253180506408,-7.520756007765,-2.508556631765,-4.514430846679,-2595,-21.2891013384,-1930.13938815
"1379",1,-15356,42,-845,-83.8104482731,-52.48632518995,3.020995085061,-0.493068534354,2.761255947077,-316,100.466227738,6896.74578437
"1380",1,3023665,92097,-4929,-252.5868404095,-26.00629335588,-12.978884419565,0,-12.542377887165,-824,-238.5289406622,8854.0829831
"1381",0,1123073,-13104,306071,1112049.181061,429198.05203129,9.415264572175,3.448498741655,7.912473814675,866019,-9.25055148991,-931.71414151
"1382",0,-1454558,-122734,-14899,-9893.92165948333,-5004.34840048297,-9.37946757092,0.958489459245,-150.6007055722,-28552,110.6787128862,14728.25879268
"1383",1,18997,17024,244,561.0976491202,389.24319478444,21.90747832209,5.30105133733,26.23646107138,1728,-53.0307042254,-1110.00730738
"1384",1,222943,-417,6123,56.144276405081,11.273053254581,-1.542282900895,0,3.62982546696,209,54.4252336449,6894.1635514
"1385",0,-80901,629,-6493,-71.80418201315,-27.39080959667,10.048682161929,3.999317404995,8.134738802192,-311,603.319593847,828.29838142
"1386",1,-2135,-1241,19,-0.14475965338,0.4838956703,1.066201913302,0.512905783315,1.311074418876,-3,102.6555555556,327.71111111
"1387",0,116535,-309,6227,595.7715879107,147.8311994395,-2.14431341197,0,0.55006668472,2133,-92.9060916965,-1445.74322846
"1388",0,-2928,194,-95,-16.842361666465,-2.411458763075,-5.778460434485,-0.510315480889,-1.96161463,-60,-30.4032258065,-952.35483871
"1389",0,-212729,159,-6238,-469.458393363,-234.3653877561,-28.157496604265,-0.739178984848,-20.622161632565,-1777,-51.2194223181,381.35550924
"1390",1,-582809,-12970,-13318,-5678.4436091557,-59.398485545665,-2.594069445705,0,-0.781500219481,-8001,-22.1537041595,-3983.72532611
"1391",0,-3299829,-547906,-19811,-920.8780001549,-200.7824179929,-27.138889552,0.772817431191,-36.19204991748,-3631,19.8808735485,-162.77864706
"1392",0,-2796222,488,8841,-3752.33454816,-2371.30899135,6.15514193888,6.218833590646,12.2266594452,-13110,46.6540477721,948.45198483
"1393",0,-344,-920,-4,7.139143253973,-0.032941723808,0.496527116972,-0.239018782029,1.998036126392,4,0.5,-25.8333333333
"1394",0,-736872,57,-20031,-1601.1012314035,-368.5280608462,-29.231348444265,-7.207790087255,-17.307869481029,-5973,-39.5161168591,-1900.280443759
"1395",1,14822,12159,867,48.429767259065,13.094314310065,17.788248361565,1.747521654985,13.587438179229,168,184.711764706,10791.7470588
"1396",1,-96336,-53133,-2720,-39.26203652475,-19.21671372328,0.266959197702,0,0.266959197702,-163,49.0318627451,-1376.06764706
"1397",0,-630818,253,-7453,-614.391248278334,-329.229587597465,-3.710342484625,-1.240062414355,-11.963098964005,-2534,-21.338659392,-1025.06897896
"1398",0,-84859,-67007,-5088,-150.046412595628,-67.823322227328,-5.379845615515,0,-71.778770395665,-567,-204.883275261,-9543.39547038
"1399",1,1827775,222,30401,1669.18742459199,387.37292225935,27.24205805069,6.470854208316,16.31195490654,6245,30.0495438818,1907.777131171
"1400",0,-196064,-1418,-4620,-706.80525150452,-309.601132077652,-4.9651676396,-4.2225396897,-14.07498887003,-2681,171.0681028174,11987.5417124
"1401",1,-2261366,-20336,-5793,-4332.944571555,358.53005663608,3.954874279614,0.246580311574,5.51030988378,-15383,18.11025730646,931.862470915
"1402",1,1353058,-432,1478,-89.3241146012,-21.7250242713,-0.32370144582,0.465707795811,-0.2706449689,-359,163.3537912071,9014.7515606
"1403",1,10747,6160,-28,-67.244959589481,-26.823487189865,-1.732764458315,-0.246335183308,-1.43105227866,-229,-79.729613734,-2738.39484979
"1404",1,97548,744,5861,152.08987802476,65.36960448898,1.47886835173,0.749784558678,1.4836290388,630,20.795337455,2044.1875322
"1405",0,-2155755,-591,-20889,23.480160228,-67.53252558,3.724045457547,1.480138743,4.263093859293,-174,-10.7286233409,-2592.34816026
"1406",0,716416,3009,-3295,-1151.3950672019,-575.0055948434,0.715757223104,-0.258432940692,-4.53319816829,-3741,47.62351551953,61748.933367105
