data.Choice,X.data.A_follower_count...mean.data.A_follower_count...sd.data.A_follower_count....,X.data.A_following_count...mean.data.A_following_count...sd.data.A_following_count....,X.data.A_listed_count...mean.data.A_listed_count...sd.data.A_listed_count....,X.data.A_mentions_received...mean.data.A_mentions_received...sd.data.A_mentions_received....,X.data.A_retweets_received...mean.data.A_retweets_received...sd.data.A_retweets_received....,X.data.A_mentions_sent...mean.data.A_mentions_sent...sd.data.A_mentions_sent....,X.data.A_retweets_sent...mean.data.A_retweets_sent...sd.data.A_retweets_sent....,X.data.A_posts...mean.data.A_posts...sd.data.A_posts.....data.B_posts...,X.data.A_network_feature_1...mean.data.A_network_feature_1...sd.data.A_network_feature_1....,X.data.A_network_feature_2...mean.data.A_network_feature_2...sd.data.A_network_feature_2....,X.data.A_network_feature_3...mean.data.A_network_feature_3...sd.data.A_network_feature_3....
1,0.709161504,-0.010494266,0.406762756,0.01170138,0.013727867,0.043744295,0.493415011,0.00191866,0.020698861,1.984686402,2.135832548
1,0.236099215,-0.011327749,0.217106728,0.051592898,0.067073336,-0.156475602,0.247919689,0.295441452,0.148933222,-1.249420321,-0.690220187
1,0.088319445,0.010579017,0.890553199,0.019509438,0.01745043,1.362408151,0.112621842,0.72054294,0.046237691,0.083624992,-1.105526993
1,0.036283229,-0.573574485,0.673496946,0.010856906,0.016285973,0.026187758,0.637802475,-0.029170628,0.031652158,1.431870505,0.859295414
0,-0.234799618,-0.059951136,-0.390896054,-0.001853374,0.004746243,-0.210246691,-0.269614724,-0.147418853,-0.026562298,-0.680214246,-0.767778223
1,-0.00420598,-0.035115221,0.018129052,0.01026897,0.012475205,-0.054274364,-0.010021912,-0.044716409,0.013685006,1.155653727,0.227684152
1,-2.235821903,-0.016989258,0.367314143,-0.073909454,0.025630636,-1.955030386,-2.378288207,-0.407228113,-0.306993729,0.231821734,-0.40572037
1,-0.001190415,0.0360009,0.024245954,0.011187075,0.013724652,0.467855791,1.292417854,0.18697742,0.017498083,0.910144917,0.415610027
0,-0.063528243,-0.105712513,-0.004124576,0.009856252,0.011902234,-0.083989097,-0.010021912,-1.335697471,0.012418143,1.40473826,1.274016564
1,0.003930552,-1.118084592,-0.00871071,0.004107978,0.022773086,0.732659585,1.642828655,0.540296491,0.013663141,-2.295075852,-1.534484279
0,0.016353839,0.90784929,0.256016702,0.013098369,0.0167296,0.560757181,-0.010021912,3.913189744,0.025324225,1.207266882,0.888768767
0,-0.002336013,0.014923234,0.027372648,0.010404618,0.012521811,-0.196546038,-0.133232917,-0.041254556,0.014163059,0.748319086,0.22640768
0,-0.096537892,-0.014150774,-0.306109071,-0.030993021,-0.047144817,-1.882203056,-0.398893685,-0.943313785,-0.099084109,0.328039337,0.062907566
0,-0.038667199,0.068105673,-1.107516069,-0.215066586,-0.547227723,-1.312421084,0.359790516,-0.577763732,-0.10678818,-0.527822689,-0.398650407
0,0.022064804,-0.151426507,-0.084502616,0.065113225,0.079773935,1.500262208,3.396326408,4.535563253,0.138284534,-2.31836157,-1.240796463
0,-0.298092404,0.011391609,-0.070802067,-0.813732494,-0.587654975,-0.029622789,0.113860668,-1.696196221,-2.084132397,-0.026810652,-0.047371091
0,-0.003161653,-0.014211314,0.018641991,0.010393309,0.012476362,-0.079853988,-0.133232917,-0.044466801,0.014178855,-0.03198853,0.005703153
1,0.061917523,1.149694383,0.120632356,0.02371078,0.013727724,2.708026106,0.116375986,0.948564741,0.04199131,2.577755725,2.241967222
1,0.014544216,-0.000554144,0.098127364,0.011590233,0.013145402,0.094123733,0.23281272,-0.030832057,0.019212392,-0.056309588,-0.291853564
0,-1.903206479,-0.005259368,0.252995915,-2.581903672,-3.410132754,0.630254341,1.303287104,0.123185396,-6.904329892,0.130244766,0.146973633
1,0.048914705,-0.064881602,0.014432934,0.010434007,0.012517578,0.364491519,1.701928538,0.566645539,0.014357179,0.052534198,0.205381446
1,-0.000504155,0.105909392,0.041595838,0.010654591,0.012730236,0.171246768,0.116375986,0.006657514,0.015220833,0.811500887,0.323942319
0,-0.386586456,-0.019709945,-0.78518355,-0.00447248,0.002311061,-0.230466358,-0.776495606,-0.092156769,-0.043044521,0.493468894,-0.449003007
1,-0.001532733,0.025253609,0.031808596,0.010417117,0.012518546,-0.004364683,-0.010021912,0.006947667,0.01428529,-0.027302028,0.002294328
1,1.096256659,-0.051441141,0.685090039,0.473476601,0.182093742,0.563929108,6.545869666,-0.421367166,1.235531474,-1.583255342,-0.921676388
0,-0.220108873,-0.000157548,-0.519093767,0.032740566,-0.000719583,7.574026562,2.510014223,5.357123091,0.010269928,0.249207756,0.399321366
1,-0.002786041,0.00539151,0.020120582,0.010352753,0.012407786,0.157643272,-0.010021912,-1.763494489,0.014098575,-0.056865398,0.034121386
1,0.00035412,0.019871914,0.027308857,0.011106628,0.012816584,0.647025177,0.523573856,0.212818863,0.017115278,0.354359068,0.264906684
1,-0.003529193,-0.026881826,0.015793861,0.010623727,0.012574205,0.125091287,0.121560872,0.073318489,0.014941667,0.696311821,0.397029882
1,-2.04445835,0.057387678,-0.859320822,-0.04961497,-0.063421915,0.456316007,0.486759745,0.250242328,-0.214915073,0.199605618,-0.258149986
0,0.009597294,0.488190172,0.02308887,0.010668091,0.013141766,-0.062196095,0.491777742,2.201517563,0.014593409,1.146204614,2.708383517
0,-0.009999183,-0.038732071,-0.022213396,0.006488937,0.010266188,-2.629963202,-0.390969449,-1.190032595,0.00118351,-0.79967461,-0.540027923
0,0.05508177,6.755415116,-0.137219153,-0.029243715,-0.019513415,-5.124652165,-4.113839087,-4.250589331,-0.089430014,0.05085724,0.204161441
0,-0.158891829,6.746664658,-0.734085286,0.002385112,0.014739327,-0.258508887,-0.776495606,-0.120740539,-0.018067647,-0.282582164,-0.2139882
1,0.034859892,-0.013944597,0.230641467,0.013241141,0.016155857,0.134780024,-0.010021912,0.078837138,0.026808765,0.795129059,-6.209006403
0,-1.427547,-2.32233487,0.007061606,0.00965109,0.011444542,-0.004364683,-0.010021912,-0.006778288,0.011788906,-0.539459744,-3.159355741
0,-0.240582679,0.002229785,-0.597125313,-0.019686534,-0.026530556,-0.483814207,-0.260341789,-0.326680828,-0.10390513,1.367343391,1.748765786
1,1.364331891,0.406961603,0.931161098,0.184870611,0.013054049,0.070212246,0.115112007,0.046809759,0.655012918,0.018640048,0.08001562
0,-0.339936872,-0.214774196,-0.033799061,0.006445642,0.002222015,-0.152040311,-0.501721319,-0.153348174,-0.001567696,0.064539375,0.161843561
0,-0.049070218,-0.617913581,-0.266688027,-0.000381425,0.00900183,0.124398419,2.538239138,0.141064835,-0.012256011,-0.825439023,-0.605058112
0,0.00177035,-0.029833127,-0.038504669,0.009545026,0.011619724,-1.195674055,-0.260295128,-0.768502674,0.010930176,-2.703284691,-0.675101507
1,0.077225321,0.007641673,0.276490534,0.0166461,0.01961365,1.180319449,1.816850694,0.488288376,0.037983956,-0.083319214,0.106737275
0,0.027455293,0.027278273,0.243657887,0.022025609,0.027260448,0.541955211,2.364187062,0.526380251,0.054113033,-0.663180194,-0.142078724
1,0.108032914,-0.304776102,1.108608394,0.014549542,0.01367839,0.704549975,0.641550005,0.225833153,0.03071705,1.951673623,0.689885629
0,0.098065779,-0.019607632,0.134460071,0.013354554,0.011109026,-2.681639864,0.63919012,-0.419445067,0.034906702,-1.163932409,-0.627763913
0,-0.341783788,-0.211203399,-0.03552925,0.006646486,0.002678068,-0.123997782,-0.501721319,-0.165548253,-0.000496765,0.637453416,0.172542947
1,0.199482119,-1.060703619,0.76868383,0.132592606,0.089989077,0.807435408,1.124508485,1.277736115,0.436876252,0.157550328,-0.153130634
1,-0.001474936,0.005189648,0.026988596,0.009775233,0.011954136,-0.685285152,-2.519124222,-0.497402496,0.0128299,0.591322424,0.249154695
1,-0.808383566,-2.379018722,0.3518307,0.040802653,0.03072652,1.247897045,3.898215595,0.686348052,0.128071281,-0.442905917,-2.928894643
1,0.000433821,-0.005239808,0.023623962,0.01069563,0.012730821,-0.003054843,-0.010021912,0.076946962,0.015287129,-1.346786331,0.02372268
0,-0.035875566,-0.004648144,-0.164263807,0.000139589,0.004104136,-0.905654525,-0.010021912,-0.522926387,-0.022534854,-0.732605447,-0.858702859
0,0.081820768,-0.036077339,0.398051349,0.009147542,0.01257239,-0.14984404,-0.010021912,-0.067586877,0.011372698,0.02239536,-0.133918043
0,-0.014778173,-0.008927514,0.021053209,0.010523336,0.012703411,-0.004364683,-0.010021912,0.048301244,0.014728796,0.005119405,0.080640538
1,0.042363545,0.002356101,0.321522086,0.015147538,0.015667856,0.234304949,0.130050684,0.090363984,0.033885134,0.766806031,0.743623816
0,0.008415312,1.792126706,-0.800324874,0.013369047,0.010232786,-0.694269727,-0.64789128,-0.391555961,-0.008757909,0.4400421,1.876895732
1,0.145838882,0.185517619,0.190057923,0.016024974,0.019225246,0.102886238,-0.904617489,-0.028796208,0.036813442,0.289866521,0.173601987
0,-0.224901959,-0.222638203,-0.979043591,-0.061151723,-0.060876699,-0.351547994,-0.637697528,-0.732406708,-0.242180461,-0.587945082,-0.460666214
0,-0.000713282,-0.000992557,0.036011242,0.010689278,0.012789509,0.020006236,-0.010021912,-0.01974147,0.015321675,1.381626712,0.523075548
0,-0.596806758,0.009081443,-0.787032245,-0.744300852,-1.538687807,0.180366996,0.761854971,-0.677964103,-1.91859605,0.613276454,0.226317633
0,-0.165092479,-0.033842899,-0.125520636,0.011739445,0.014479814,-0.03241927,-0.141514169,0.169865139,0.018763606,-0.423344695,-0.47116154
1,-0.042113345,-1.330130992,-0.291664638,0.004560364,0.005273667,-0.403055456,0.374356668,-3.607417408,-0.00643906,-0.710083333,-1.294631112
1,0.155867964,0.752750752,1.301019186,0.016327036,0.016334739,0.63157837,0.517094445,0.165283205,0.037849552,2.170468937,1.16891056
0,0.000174541,0.011640889,0.027431568,0.011148514,0.012816584,0.589416288,0.523573856,0.157821937,0.017189964,0.448089106,0.37408689
0,-0.047513059,-0.003062071,-0.316816392,-0.011862408,0.002094222,0.147897393,-0.763466605,0.204984456,-0.055611408,0.425028094,0.286380423
0,1.408328012,-0.749381741,-1.310383499,0.046349138,0.097437517,0.653180189,0.541817082,5.259007549,0.154118965,-2.1384132,-0.976845993
1,0.046308778,-0.013480519,0.120015118,0.02723371,0.024993167,-0.318792806,-1.605860615,-0.278407702,0.072525664,-0.033629923,0.086283468
1,0.6155607,-1.065253835,0.728831799,0.664404974,1.338230259,0.202038311,0.241509904,0.876895241,1.823110013,-0.270277956,-0.45142286
0,0.037220096,-0.028670068,0.256607986,0.014019934,0.014708289,-0.912951045,-0.261204931,-0.71584614,0.02951601,-2.10818863,-0.348579503
1,0.837793776,0.003590981,0.718009116,0.039118378,0.02101025,0.785647514,1.303287104,0.253488872,0.103932575,0.177256883,0.357657327
1,-0.016348804,0.616118822,0.021967635,-0.008341407,-0.001621806,0.810070776,-0.909251536,0.221307751,-0.044271442,1.170639923,0.56390594
1,2.02347765,-0.065622459,1.303302482,0.161155956,0.212805511,1.369738834,6.172573405,1.164965321,0.577284491,-2.14315197,-0.9593416
1,0.004509092,-0.055703032,0.072953437,0.015879844,0.022478892,3.135016246,1.767284215,1.289712118,0.030430123,-0.715315064,-1.116878364
0,0.227057635,0.005234064,0.817338728,0.132705983,0.090494748,0.703046792,1.124508485,1.238651042,0.437436397,-0.611957839,0.045235849
1,0.000301613,0.001855852,0.024372464,0.010487838,0.012554866,0.075639816,-0.010021912,0.061873408,0.014633548,0.109603585,0.118162083
1,3.606711967,-0.018815615,2.434077792,0.436466731,0.887585221,0.222918434,0.40692324,0.38924017,1.628588819,-1.185114861,-0.357776776
0,-0.076991887,-1.787631536,-0.174491585,-0.009026255,0.004399015,0.022303483,0.122889992,0.264222568,-0.014138285,-2.858602154,-2.526564387
1,0.923532506,0.08208692,0.774073762,1.318179202,0.024119119,-0.619543657,0.144387287,-0.140620436,0.770560763,-0.540953441,-0.14109898
1,0.482898024,-0.531168051,0.485763319,0.048282695,0.061010777,-1.053980923,0.387785523,-0.164885258,0.152712735,-1.977322528,-0.769085867
1,0.002117723,0.022498994,0.045188729,0.01178953,0.013030309,2.04899427,0.912054567,0.657329948,0.018638106,1.004969621,0.431943511
1,1.364487403,0.401887136,0.931222453,0.18488073,0.013054049,0.070212246,0.115112007,0.046809759,0.655050261,0.028013052,0.10683499
0,-0.091389963,0.070008539,-0.241866491,-0.017670823,-0.020465974,-0.818992955,-2.457022552,-0.838656058,-0.085194345,0.440733939,-0.045722519
0,-0.005452665,0.0058697,0.008910941,0.010242228,0.012396801,-0.109397261,-0.266019981,-0.058065195,0.013794238,1.251771964,0.187118377
0,-0.003937086,0.039729314,0.142377232,0.008234672,0.012382399,2.172169972,3.900693065,0.052358541,0.00711233,2.871646425,1.255139797
0,-0.003576092,-0.015128965,0.014956979,0.010400933,0.012447379,-0.135942363,0.124232536,-0.098445903,0.014213401,-0.022615526,-0.029723784
1,0.135287417,0.02853447,0.105597944,0.01153689,0.013666573,0.546353479,0.113980927,0.070191252,0.019534494,2.740985191,5.259121242
0,-0.290116954,-3.011010441,-0.375499979,0.000891826,0.005040075,-2.151183289,-0.639007283,-0.773553714,-0.009869844,-1.467681801,-1.822754647
0,-0.014059784,-0.024989378,0.019243251,0.010786414,0.013056889,0.29792063,0.611622767,-0.090163389,0.015313284,0.342023518,-0.809835083
1,-0.001106531,0.00741041,0.027038846,0.008982244,0.009229118,-5.090554975,0.37578741,-2.128142287,0.009316866,0.110779817,-0.110368045
0,-2.079980312,-0.00457165,-1.801358213,-0.1687707,-0.22355236,-2.530613661,-6.467925635,-1.416443651,-0.606735287,1.1087253,0.422426021
1,0.12543304,-0.052895057,0.523821688,0.014033091,0.014649388,0.155652425,-0.010021912,-0.003098836,0.029302667,0.858052271,0.384173981
0,-0.189937074,-0.072621221,-0.416736571,0.007237791,0.011598548,-1.045412127,0.14993506,-0.278636228,0.003334589,-1.718796453,-1.148140522
1,0.592900414,-0.021571875,0.722041296,0.01333538,0.014146542,-0.102900432,-0.132000806,-0.043951647,0.027577171,0.333030769,0.489507524
0,-3.328680557,0.003709145,-1.770762441,-1.151243358,-1.923091654,0.147512908,0.111395404,-0.166036706,-3.277365494,0.098812155,-0.003711606
1,-0.382451915,0.010897636,-0.758858581,0.013579279,0.01326738,0.044325244,0.362350597,1.014338732,0.027709327,-0.968619368,-0.587237145
1,0.018167548,-0.021764717,0.150276211,0.011923605,0.014348978,0.005041668,-0.132000806,0.022501962,0.020598847,-0.390395837,0.087539572
0,-0.06116259,-0.000460529,-0.229603597,0.003583177,0.008517465,-0.422067811,-0.747023119,-0.204787359,-0.011443999,-1.060016404,-0.420061709
0,-0.005255671,0.019912877,0.019035667,0.010091135,0.01260257,0.789487871,0.128564826,0.119607516,0.01315216,0.382952616,0.238562475
0,-2.605300471,-1.029327461,-3.314420105,-0.184625779,-0.241682308,-0.39950661,0.107934986,-0.286553342,-0.737031399,0.380212176,0.008225962
1,0.483229259,-0.004900366,0.182078979,-0.035915905,-0.050457603,0.272692238,0.23943716,-0.218418168,-0.124490508,2.413750141,2.283638637
0,-8.260350806,-0.93105097,-5.519238991,-0.642181317,-0.600638875,0.202320729,0.256137599,0.118383882,-2.2636679,0.790975176,0.095065036
1,0.019011079,0.613421763,0.128051264,0.011591397,0.013016269,1.062290818,-0.267187344,0.244190281,0.018950164,0.361385718,-0.31041531
1,8.789025377,0.935647481,5.203554266,0.570737691,0.535279818,-0.512556295,-0.010021912,-0.167357438,2.11787333,-2.017990981,-1.097138202
0,-1.528630387,-10.97374143,-1.192549915,-0.025563679,-0.009208492,-4.091914375,-0.265424297,-2.141185484,-0.119571914,-0.051210086,-0.163560682
1,-0.00284269,-0.002338422,0.020314507,0.010258103,0.012443356,-0.375695262,-0.406757373,-0.069709661,0.013954797,-1.992117952,-2.514139742
1,0.014888858,-0.018857157,0.067832778,0.06165799,0.038143925,7.517799991,2.760334101,5.448394824,0.124352625,-1.637893114,-0.713424266
1,-0.010676708,-0.035065748,0.079994997,0.011451726,0.013332956,1.320047609,0.508757218,0.915817957,0.018494328,3.059147788,1.121233561
0,-0.002492833,-0.001339494,0.022329379,0.010813633,0.01285238,0.147918415,-0.010021912,0.072883666,0.016012598,5.396744686,1.489311192
0,-0.602042555,-0.445966905,-0.836173232,-0.050947033,-0.047228483,-0.221329352,-0.255256847,-0.101262008,-0.197626232,2.152759529,1.046671664
0,-0.146217287,0.022606005,-0.159942309,-0.029574914,-0.02622514,-5.124652165,-4.113839087,-4.250589331,-0.093886469,-0.04001449,0.298719623
1,0.334591336,0.214865644,-0.089137771,0.009965889,0.018358416,0.075055,0.369799773,0.165173904,0.013120015,-2.175664223,-1.342913574
1,0.426208234,-0.010525449,0.816482676,0.014967161,0.01758201,0.260561853,0.524324352,0.052628211,0.033631139,0.821480148,0.028392548
1,0.009378165,2.348246404,-0.144046163,0.02971585,0.034129518,-0.661219941,-0.659381181,1.328157956,0.070147215,-1.155543906,-0.274898477
0,-0.0045103,0.003001679,0.014536044,0.010132148,0.012305395,-0.015901034,0.651475366,0.128742857,0.01315019,-0.027116238,-0.609964374
1,0.013645846,-0.012090025,0.152747595,0.013061092,0.015223216,-0.088056715,0.137000032,-0.046574714,0.024873353,0.391424262,0.915014519
0,0.137406664,5.615145397,0.213999986,0.011021253,0.013127268,-0.102900432,-0.132000806,-0.043951647,0.016176938,0.412599198,0.735219677
1,0.06756386,0.936389174,0.551601536,0.015416883,0.020198574,0.095621301,-0.010021912,0.194666963,0.034943894,0.508645581,0.365145579
0,-0.048636586,0.001618987,0.027375083,0.010710844,0.012495955,-0.365268705,-1.695665079,-0.547327628,0.01559245,0.170480621,0.149985636
0,-0.061661903,-0.017212668,-0.233352341,0.003600879,0.008517465,-0.419386443,-0.747023119,-0.189388686,-0.011340361,-0.186592734,-0.422927616
1,-0.00172516,-0.004477625,0.024790846,0.01048241,0.012574567,-0.004364683,-0.010021912,-0.006778288,0.014527113,0.16249953,0.181784972
1,-0.002624041,-0.002408086,0.022048379,0.010731515,0.012509495,0.550614776,0.394234389,0.363340546,0.015287129,1.280215121,1.733743791
0,0.308662548,-0.011759835,0.091383307,0.719195388,0.524207653,-0.080082638,-0.389902561,1.763007416,1.955012058,-0.226057278,-0.025559356
0,-0.00408252,-0.062908031,0.014948367,0.010741278,0.012917498,0.067724091,0.485961906,-0.025262815,0.015051884,0.309999089,0.285032472
0,-0.010423076,-0.011989281,0.019698341,0.010226218,0.01235386,0.306230469,0.13146368,0.025953669,0.013485292,0.703799647,0.493634633
1,0.017303515,-0.003942077,0.060184951,0.011504895,0.013998349,0.467307869,0.768397445,0.579308594,0.018393486,-0.187873452,0.269011921
1,-0.121335361,-0.187860589,0.23957088,0.021952068,0.028964198,3.008484012,-0.501721319,0.964683079,0.060062653,1.404999324,0.852610345
0,-0.150187434,-0.029014132,-0.245028159,-0.00292946,-0.011855749,-2.881512083,-0.010021912,-0.030115645,-0.036603849,-1.220094947,-0.72992737
1,-0.301268883,0.159375244,-1.036347607,-0.218043282,-0.555667436,-1.463350605,-0.139582683,-0.761655358,-0.119328436,2.450818375,2.465158638
0,8.697337018,0.933110247,4.899108362,0.530356819,0.47570336,-2.088295929,-0.665053196,-1.063755352,2.008197102,-0.478373436,-0.014699497
1,2.265928951,-0.010837059,1.329347139,0.024693955,0.043896065,-5.124652165,-4.113839087,-4.250589331,0.138332818,0.069212722,0.295342844
0,-0.0032474,-0.001484824,0.016717876,0.010343186,0.012363924,0.020243226,-0.010021912,-1.850134363,0.014064029,0.822323445,0.204599424
0,-0.140955611,-0.014534854,-0.359927512,-0.008541653,-0.008492183,0.390023323,1.484788703,0.455968297,-0.059351058,-0.276295418,-0.535327453
0,-0.033568706,-0.602589131,-0.091917082,0.00864512,0.011106536,-1.019120596,0.256137599,-0.262155488,0.007642027,-0.550574294,-0.451299666
0,-0.091085348,-0.042747027,-0.24088605,-0.017626609,-0.020406701,-0.943610462,-2.58342045,-0.851721253,-0.085056161,1.010859764,0.153410711
1,-0.002095472,0.010893305,0.023447202,0.010372744,0.012536337,-0.160472691,-0.266668852,-0.071768899,0.014090185,0.40255809,0.145669321
1,0.356161881,0.047729562,0.673903038,-0.007009617,-0.000285049,0.222738178,0.407583054,0.005517081,-0.03870951,0.255043626,0.413067809
1,0.085576308,1.846687212,0.196456293,0.026835496,0.019133978,-0.029682915,-0.010021912,-0.135141807,0.039489175,2.676901134,2.699584354
0,-3.408958397,-0.000629717,-2.649073654,-0.486738021,-1.014785869,-0.514018529,-0.6559887,-0.385282371,-1.737320079,-0.086542411,-0.124132785
1,0.19061963,-0.007945454,0.540307684,0.030738625,0.037469631,0.27505031,0.244204626,-0.647571661,0.106224871,-0.079102885,-0.029108552
1,2.911225076,-0.012636753,0.456127147,2.26505578,2.938448509,0.127014472,-0.010021912,0.117706531,6.497594876,-0.433463193,-0.389456766
1,0.213564051,-0.127794768,0.477172893,0.032438296,0.039671758,-0.926865432,-0.626005293,-0.298875352,0.10951105,-0.35957149,-0.098581334
1,-0.011362439,0.000666539,0.145749205,-0.00546297,-0.007197035,-0.256977757,-0.398717314,-0.104330608,-0.045532594,0.192849272,-0.219896469
1,0.185976462,0.055369878,0.697697256,0.015520874,0.017197531,0.245717256,0.486759745,-0.745067046,0.041070813,0.167273906,1.24E-05
1,-0.026621826,-0.888770364,-0.089276302,0.010163895,0.011982563,0.046104027,-0.010021912,-0.517919027,0.013329342,-0.480730859,-0.569560357
1,1.624186841,11.22010825,1.168589664,0.042503292,0.031251774,4.166696088,0.249366455,2.220194353,0.141688731,0.641829015,0.570570135
1,-0.002986953,0.013484265,0.020419994,0.010323307,0.012409758,0.020996478,-0.010021912,0.006406809,0.013949203,-0.080123598,-0.018556051
0,-0.746738173,0.007204779,-0.585552469,-0.004470568,-0.010247618,0.772329405,2.538239138,0.533061843,-0.047657123,0.207616203,0.03970964
1,-0.003150043,-0.025833647,0.019311972,0.010533697,0.012531418,-0.112809007,-0.021674455,-0.006811799,0.014665298,0.220227516,0.205179173
1,-0.001183316,0.008918497,0.034220827,0.010783744,0.01268061,0.691349469,0.385865884,0.294825637,0.015617936,0.469068344,0.086420101
1,-0.000746699,-0.004050213,0.044502771,0.011440961,0.012640254,0.436864456,-0.010021912,0.171796913,0.018088164,2.136566235,1.335256048
0,-0.271652382,-0.056711672,-0.4328951,-0.001399264,-0.002030284,-1.539123372,-2.436251055,-0.426942718,-0.030491698,1.134664474,0.066243614
1,-0.076842772,0.531805602,-0.207065195,-0.137043385,-0.152745101,1.33442628,-0.010021912,0.027628382,-0.349341874,2.405962391,1.273307099
0,8.573697069,0.948033974,4.797503683,0.531845437,0.488269073,-0.603468439,-1.451922192,-0.844441287,1.972683961,-0.282500343,-0.180340874
0,0.383686023,0.049187972,0.739185271,0.012118289,0.013348576,0.222638087,0.540355173,-0.289032161,0.021823403,0.402830935,0.269206853
0,-0.056293672,-0.016110822,-0.207803209,0.003663803,0.008588638,-0.447428972,-0.747023119,-0.191193255,-0.011202176,-1.011973298,-0.320501841
0,-0.741420063,-0.013705643,-1.502937039,-0.054377028,-0.027996008,-3.008751018,-3.725541884,-0.600411779,-0.212261397,0.010939106,0.797866047
1,-0.003922559,-0.028361314,0.018129052,0.010253464,0.01249397,-0.054274364,-0.010021912,0.038374221,0.013615914,-0.343291185,0.409423177
0,-0.003759176,-0.012534415,0.015090738,0.009929442,0.012430267,-0.747351684,-0.406689123,-0.392214682,0.012535765,-0.901436514,-0.37516893
1,-0.001325831,0.001966385,0.041391761,0.018470893,0.022486511,1.610081245,0.135551097,0.973394331,0.04174866,-0.401825265,-0.335001665
0,-0.070545519,0.131700979,-0.165040954,-0.027215895,-0.04517573,-0.354480832,0.377819487,-0.564680461,-0.084332899,1.899543311,1.234580855
1,-0.586753691,-2.640951231,-0.759143538,-0.383748676,-0.523613154,-1.066895784,-0.010021912,-9.941145838,-1.050026648,2.965481745,2.871712051
1,-0.014128657,0.27235752,-0.185311448,-0.000668517,0.008761361,-0.627373243,-0.010021912,-0.165706649,-0.012428742,-0.451674843,-0.384390288
1,0.307998906,-0.045606657,0.36255895,0.040100337,0.062323277,-0.218638153,-0.93743843,0.073869247,0.140263553,-0.011566646,-0.054607197
0,-0.004179752,-0.007965679,0.011593475,0.010379192,0.012474966,-0.003577726,-0.132000806,0.023339211,0.014101372,1.066749797,0.466058272
1,-0.683811559,0.006642762,-0.229100663,0.111886717,0.14619894,-0.752237437,-1.303149508,0.437995598,0.282081362,0.195334485,-0.063061075
0,0.083003319,-0.001286074,0.028400551,0.028827527,0.049638612,-0.108289911,-1.164005855,-0.219992518,0.093123683,-0.067477112,-0.266914038
1,-0.002952114,0.003369882,0.019356161,0.010418201,0.012498813,0.020243226,-0.010021912,0.005999194,0.014288087,0.866064129,0.253436047
1,0.800539587,-0.028608854,0.780509366,0.188740052,0.110125765,0.541790941,1.20280843,-0.520320002,0.531264437,-2.951847989,-0.937174499
1,-0.000399282,0.016894188,0.032841781,0.011299845,0.012740891,-0.425495971,-0.920372492,-0.239055895,0.016991235,-0.120093486,0.008634744
0,-0.803209681,0.028776639,-1.536387369,-0.043094148,-0.013360676,-2.141021475,-1.112229881,-0.327656395,-0.173604244,0.075456188,-0.093401466
1,0.058361643,0.007994153,0.250664026,0.011867642,0.014388111,-0.176662949,-0.537836257,0.25084299,0.021315098,1.442299641,0.948170379
1,0.237927239,-0.005194565,0.9524435,0.13406969,0.092519399,0.705139521,0.867978157,1.175947327,0.442963152,0.107318117,-0.069982643
0,-0.456007503,0.535421659,-0.517646647,-0.036886855,-0.045616753,1.080774484,-0.4017163,0.218551048,-0.140594812,2.030341164,0.724998467
0,-1.093160549,-0.150693469,-1.180661626,0.036512429,0.038944581,5.176984964,4.157842197,4.377149137,0.08268873,-0.368043896,-0.389401126
0,-1.055456257,-0.091214903,-0.714057815,-0.259912664,-0.302682258,-1.300511511,-1.397380986,-3.354324908,-0.795232269,1.57046098,0.623676069
1,0.783283368,-0.446033687,0.788915067,0.187515482,0.109150475,1.837650193,1.713615559,0.349383641,0.527418114,-0.678902326,-0.558204168
0,-0.295129012,-0.008850757,-0.439622166,-0.013725954,-0.02253687,-0.003514398,-0.113205831,-0.496613409,-0.07934269,0.289084888,-0.18213875
1,1.363415484,0.354558744,0.920239822,0.18425664,0.012495405,-1.376698059,-0.53866749,-0.288904964,0.652809685,-0.806481843,-0.489953519
1,0.935080621,0.677357826,0.864634454,1.316714936,0.022064073,0.186472592,0.263938802,-0.131211288,0.765743523,0.057529083,0.104054184
0,-0.291454699,-3.016172793,-0.389918224,0.000842142,0.004905092,-2.179225819,-0.639007283,-0.67937269,-0.010388037,-2.108432708,-2.073311334
0,-0.002264887,0.012722697,0.015814709,0.010534111,0.012518946,0.021830312,-0.010021912,0.021037915,0.014800685,0.662361413,0.270657341
1,0.712303337,-0.112674993,2.296121113,0.120234934,0.134352822,-0.560071797,2.500658852,0.566783097,0.421704697,-0.022638153,0.069172697
0,-0.045346381,-0.015984677,-0.301466785,0.004864944,0.008807981,-0.383288347,-0.265656418,-0.158204801,-0.00698522,-0.724142406,-0.567422255
1,-0.003097476,-0.013857854,0.019060432,0.010358131,0.012479697,-0.202433842,-0.129573426,-0.028991747,0.014015499,0.750922722,0.210910688
0,0.589902652,-0.010444009,0.698419435,0.013038444,0.013556296,-0.031802643,-0.010021912,-0.020521588,0.026232825,-0.408608158,0.168254963
1,-0.502735286,-0.043814484,0.569548589,0.014694114,0.015998986,1.021756835,1.160649176,0.460723571,0.034969852,1.244828595,-10.31589964
0,-0.00244914,-0.02714925,0.020887321,0.009803146,0.011959902,-1.451274988,-0.663801409,-0.328767056,0.012082056,-0.852423919,-0.567674811
