Id,PC1,PC2,PC3,PC4,PC5,PC6,Choice
655,-0.050291818,-0.150914193,1.570883743,-0.141738061,0.051583321,0.219295537,0
656,4.620687655,-1.20216957,1.067326689,-0.057961134,-0.241035137,0.006473926,1
657,-2.173439615,-0.488840938,1.599914932,0.191899569,0.460813586,-0.526448303,0
658,3.298452007,0.949781737,-0.559714708,0.071168079,0.264588407,0.021972441,1
659,-1.934329653,1.205887647,-1.754551128,-0.786015642,0.975601149,0.660450705,0
660,2.480332976,-0.838608743,-1.201147567,2.186699422,-0.471780632,-0.822027395,0
661,0.89118585,-0.756857916,0.317975454,-1.446739769,-0.426787004,0.173006404,1
662,4.423397451,-0.33186302,-0.153417421,1.933879304,-0.652639198,0.8874167,1
663,-1.394510763,-0.386387462,0.9249662,-0.116632411,-0.093062122,0.179962484,0
664,2.064214883,1.169676277,1.633272725,-0.651926165,1.166529305,0.576675507,1
665,0.366158852,0.040929897,-1.543480237,0.450008171,-0.810564833,1.119932148,1
666,0.942066976,0.761451962,-1.780031199,0.592528192,0.837810303,0.019964976,1
667,-0.253438612,-0.461435639,-2.185514483,0.628167666,0.522685513,-0.574346039,0
668,0.571591609,1.015953236,0.122302904,-0.256396992,0.029776932,-0.089391513,1
669,0.476921194,-0.633131485,-0.111810522,-0.051551202,0.044029353,-0.204741084,1
670,-0.504742307,0.634681888,-0.093082439,0.040735995,0.493595492,0.02766582,0
671,0.909629293,0.681645565,-0.352460198,-0.185162966,-0.440740038,0.31969594,1
672,-3.708464954,-0.047328254,-0.511466213,-1.607824821,1.299950983,0.269129696,0
673,-0.02479528,-1.752724999,-1.164029571,-0.362208195,-0.391378158,-0.258987694,1
674,-0.003988533,-0.953361684,0.137039701,-0.598914024,1.05616179,-0.456868726,1
675,0.045330406,-0.422076968,-0.955927586,-0.026962287,1.097715289,0.363136962,1
676,-0.468079567,2.464003736,-0.175386295,1.251086627,-0.688917122,0.260492719,1
677,-3.916852518,2.284390846,0.481174093,-0.895239989,0.426624325,-0.349855553,0
678,-0.754802341,0.28407593,2.015650242,0.578555672,0.359849505,-1.509477641,0
679,2.065157894,0.515781561,0.951470866,1.124995895,0.694663242,0.314532278,1
680,-0.498727047,-1.315868491,-2.703872645,-0.142044477,-0.400156751,-0.383440309,0
681,-0.156058095,1.763223719,-0.033163417,1.342019953,-1.998468774,-0.197969039,0
682,-1.951469059,-0.445788888,0.978138446,-0.463379982,1.034542698,-0.490110715,0
683,-5.650351265,-0.714270997,-1.122719283,1.496509818,0.664859317,0.427991379,0
684,0.234924142,-0.048355758,0.236530391,-0.186792122,0.122137489,0.001436632,0
685,-0.307964248,-0.876824535,0.128648083,-0.881982352,0.09515301,-0.16805803,0
686,-4.419745744,-2.888183423,0.979900536,0.386392284,0.963145329,0.079305362,0
687,0.644671208,1.443301724,0.930224987,-0.311458601,0.444753211,0.406922394,1
688,-6.285522285,-0.220126214,0.3521579,-0.744595935,-2.012836683,-0.247064908,0
689,2.365395731,-2.636216431,1.139274233,0.23461354,-0.196606253,-0.27048796,1
690,0.775833916,1.195017146,-0.473578507,-0.335984221,-0.184115868,-0.67718417,0
691,1.056583503,1.634108047,0.85060787,0.34958188,-0.031422851,0.298360769,1
692,-0.992234249,-0.63650501,-0.308903441,-0.293921046,-0.411750639,0.223904148,0
693,1.70193319,-0.854261478,-0.858434696,-0.324371448,-1.457221666,0.388916539,0
694,-2.840052132,2.733034468,-0.736880798,0.231918245,-0.356334466,1.199687238,0
695,-0.270584832,-0.376431383,-0.202267238,-0.4440434,-0.104917419,-0.695389674,1
696,1.20767514,1.630432458,0.356976052,-0.156995476,0.420047511,-0.076404315,0
697,1.954706821,-1.873145166,-1.387855495,0.339818187,0.090588424,-0.040025443,1
698,2.892024709,1.327175207,-0.247065556,-0.46764059,-0.782227498,0.484562882,1
699,-0.143732609,-1.079962482,0.260186398,-1.384875961,-0.330295587,0.125860753,0
700,-1.506912486,-0.376619626,-0.350977765,0.57052372,-0.424647003,-0.706370827,0
701,1.136713691,-2.015915958,-0.871065765,-0.505630675,0.814296064,-0.058997791,0
702,1.824419341,1.460739997,-1.153141084,0.214912511,-0.406024424,-0.085850702,1
703,-0.076527166,1.299079016,-0.487567227,0.718843052,-0.216126344,0.39426352,1
704,2.653672164,-0.950700902,-0.098510122,0.202288362,-0.443419421,-0.065089397,1
705,-2.247262057,-0.74111353,-0.522232769,0.846557089,0.046739236,-0.529943836,0
706,1.012688794,1.055051436,0.489755237,-0.53800339,-0.118101614,0.520816905,1
707,0.407097187,-0.009863233,-1.145219318,-0.75996852,-0.537530229,-0.089693584,1
708,-0.102173302,0.556735268,0.828786601,1.12451186,0.902604347,0.51774189,0
709,4.619016392,2.521563513,-0.8598211,-0.027165286,-0.407787936,-0.237645948,1
710,0.423046693,-0.36662639,-0.414646907,0.468011791,-0.072253269,0.052196415,0
711,2.333463958,-1.303313543,-2.186273028,-0.178793129,0.507918157,-0.464250799,0
712,-1.665078696,-0.968662743,0.308256539,0.195811146,-0.079781067,-0.228958469,0
713,-2.11271334,-2.146537442,-1.407470123,0.298202572,-0.181588405,0.404621561,0
714,5.96772529,-0.140009277,-1.8159969,-1.622190017,0.942036334,-0.827134494,1
715,1.374186212,-0.787436394,-0.439727746,0.058348814,-0.675112474,-0.287349304,1
716,-0.187229965,0.782103027,-0.3725762,-0.245125143,-0.24956414,-0.464581739,1
717,-0.448829643,-1.459114161,2.452791927,0.435178261,1.218264321,0.178243947,1
718,-2.436535837,1.23007378,0.800130193,-0.619996048,-0.560017254,0.457778464,0
719,1.272915767,-1.792428444,0.296346846,0.163753515,-0.057558018,-0.462873817,0
720,-3.29983673,-1.442011616,-0.216609514,-0.348063089,0.627545292,-0.269127137,0
721,-1.392608851,0.822737014,-1.464425768,0.613757986,-0.451954278,0.251580882,0
722,0.220702739,1.191468603,-0.13876044,-0.406113172,-0.569277992,0.237574538,0
723,0.393103782,-0.752215566,1.15888878,-0.469812272,0.3364444,-0.013006239,1
724,2.887150635,0.232373063,-0.770280006,0.633756095,-0.176993008,-0.039214508,1
725,-1.388824812,-0.387127295,-0.775240108,-2.40386299,-0.116409664,1.001585994,0
726,-2.20480606,0.211688559,1.528458137,-0.380633314,-0.452683939,-0.828113113,0
727,4.617612907,1.338848411,-0.97633506,-0.66424058,0.533408992,0.343048643,1
728,-0.563195265,0.017478606,-0.169386877,0.663135348,0.352171841,0.306039802,0
729,0.415205445,0.075462703,0.311099535,-0.1417997,0.194162273,0.462489993,1
730,-0.496190798,0.960368559,-1.816460078,0.797860463,-0.289881552,0.276070912,0
731,3.694962857,1.312983658,-0.565689946,-1.181629208,0.269853871,-0.35231381,1
732,-5.400534943,-0.197741792,-1.186526206,1.174939743,0.531284557,-0.063009259,0
733,3.266560291,-0.103712263,0.87094822,1.451202109,0.073015336,0.740041689,1
734,-3.705757254,-0.102326382,-1.067356301,1.520305031,0.334948553,-0.208116886,0
735,2.149871571,-1.027775166,-1.72267006,0.546078274,0.662166833,-0.293098854,1
736,-3.273019723,0.997292207,-2.678577851,-0.904239281,0.037477999,0.372683972,0
737,4.111420103,0.875265732,0.981919911,-1.289472631,0.488889619,1.170608715,1
738,-2.570196664,-3.052243023,-0.46703067,-0.218394657,0.266118562,0.656371457,0
739,-2.984213989,1.199195829,-2.085665168,0.803687758,-0.078624677,0.077493717,0
740,0.665052911,0.343843949,0.189031266,-0.18625714,0.226291251,0.099243111,0
741,-0.542369422,1.345419754,1.457455823,-1.259945224,-1.429137416,1.486186981,1
742,-1.745687704,0.978171146,2.444621311,1.229220825,0.809763496,-0.978459447,0
743,-0.9109218,-0.668466127,-2.032869526,-0.001321442,-0.130916125,-0.400192923,1
744,2.180104421,-1.601376341,1.516635749,-0.489956591,-0.571633035,-0.286856857,1
745,0.288334005,0.017319324,0.986455563,0.006836897,-0.028274098,0.325109678,0
746,1.93568809,0.59640587,-0.649702254,0.330556369,-0.00480812,0.18060383,1
747,3.726721403,2.693403365,-0.712820281,-0.049185243,0.576579829,-0.499777566,1
748,4.005353468,-0.943524291,0.903315412,1.128443793,0.40923906,0.333294699,1
749,-3.942326661,1.620654221,0.577151173,-0.447724091,-0.479860771,-0.458501471,0
750,3.388177123,-0.897231584,-1.362866005,0.176095741,-0.108804105,0.329073668,1
751,-1.738369955,2.927454655,-2.211531254,0.359902203,0.199759863,0.851823827,1
752,0.680759417,0.852290975,1.43484468,0.113543776,0.526658939,0.186308761,0
753,-2.703146014,0.63149218,-0.020662095,-0.914002256,-0.434341714,-0.973817438,0
754,-0.278620352,0.221150756,-2.259330598,-0.63202932,0.738790766,0.162761573,0
755,3.688194134,-1.087328556,-1.615356279,0.406132667,0.612639201,0.468756119,1
756,0.680012016,0.06648911,-0.779113545,0.372106086,0.61839888,0.360041682,0
757,1.051807965,2.691266902,0.080352991,-0.631834809,0.024473805,-0.454939757,0
758,3.476704836,-0.233014467,0.096499491,0.091284666,-0.303870903,-0.32349966,1
759,2.184500462,2.665091539,0.129264909,-0.841512006,-0.329478051,-0.951757928,1
760,0.338449833,0.089749161,1.364768289,-0.319734349,-0.58381392,-0.187429388,1
761,5.242608832,-0.758815603,0.192985975,-0.017388886,0.12669109,0.653507011,1
762,-5.050678559,0.640692424,1.566142397,-0.571216607,-1.440199822,0.148531197,0
763,0.340463855,1.413905985,1.140296846,0.200792444,-0.507074275,0.193632465,0
764,1.554188308,-0.89748009,2.038406193,1.657574273,-1.847211469,-0.598175284,0
765,-0.812847551,0.306991067,-1.291267471,0.786574885,-0.104310671,-0.238606813,0
766,-3.837898582,-0.552917046,0.012352161,0.498157923,0.322195636,-0.023077295,0
767,-1.320944422,1.106654083,1.641105677,0.49577135,-1.334865593,-0.115920811,0
768,-0.489669364,-0.194782603,1.03353969,0.277701531,0.426433255,-0.135527576,0
769,-0.654071971,-0.820061884,-0.81779045,-0.411704418,-0.179149103,-0.156981491,0
770,-1.774526597,-1.679452212,-0.251106191,0.686862637,0.087256536,-0.211517408,1
771,1.71205496,-0.41825936,-2.59702033,0.300512712,0.935700422,0.191899001,0
772,1.288893389,-0.984679722,2.560282766,0.589468863,0.405809985,0.029316317,0
773,-3.20536536,-0.425221709,0.502766707,-1.00202102,0.684198783,-0.647423621,0
774,-0.043439258,2.191375923,1.456652908,0.218366942,1.232935066,-0.111090315,0
775,0.472934007,-0.727025845,-1.805333146,0.280458877,0.433264257,0.073687823,0
776,0.680012016,0.06648911,-0.779113545,0.372106086,0.61839888,0.360041682,1
777,-2.812966944,0.464151719,-1.541677647,0.529077953,-0.921682588,0.180121045,0
778,1.309965542,0.568828353,-0.189344074,-0.699156469,0.237202629,0.572001931,1
779,0.159684158,-0.605519019,-0.888920081,-1.18257858,-0.571745084,0.349762717,0
780,-0.698587002,-1.164608799,-1.169041417,-0.137922162,-0.134336612,-0.260588313,0
781,-0.072700628,-1.004932611,1.564776979,-1.785075496,0.242896573,0.810992292,1
782,-0.274611855,0.336633473,0.342305642,-0.354711636,-0.47250354,-0.25424353,0
783,1.542375918,2.466932994,-2.144230057,-1.077665072,-0.05577939,-0.748067258,1
784,0.310234609,0.015394521,-2.284214286,-0.235348651,0.684147645,0.912765202,1
785,1.216644076,0.375650498,0.179822366,-0.410078117,-0.549428558,-0.221875937,1
786,-1.88690257,-0.364930756,-0.576507728,0.395727395,0.332330124,-0.039474442,0
787,0.66857473,0.805309015,0.567873454,0.300473485,0.287829369,-0.021566347,1
788,3.570320151,-1.586896446,0.679226443,0.252580207,-0.312978553,0.928173773,1
789,-1.381075588,1.090698961,0.605749729,-0.561921752,-0.252337203,-0.546786942,0
790,1.876204016,0.8913158,-0.10905611,-0.01673877,-0.185394381,-0.038750227,1
791,-0.727928623,-2.054080965,0.441126977,1.369531184,0.345076042,0.778244706,0
792,0.650573406,-1.093594239,-1.215635591,-0.182493893,0.193155995,-0.580525034,0
793,-1.209066348,-0.52405756,0.04902125,-0.444652691,-0.082033483,-0.089659252,0
794,-0.734936914,0.667563317,-0.530651195,-0.147878529,-1.200103038,0.205804761,0
795,0.31371169,-0.143010163,1.06248311,0.341644768,0.466140984,-0.117168518,0
796,1.741173824,-1.10788347,-2.050442768,0.638290979,0.600072173,-0.092766131,0
797,-3.614713942,1.923401607,-0.402654347,-1.163391281,-0.01818022,0.264336322,0
798,2.601136187,-2.178790387,-1.679722899,0.571056693,-0.154348297,-0.819333997,1
799,0.746649972,-0.243665249,0.275657406,0.226726773,-0.06952447,-0.198731977,1
800,2.633044159,-0.006970189,2.314582819,-0.063118752,0.986524124,0.213556542,1
801,3.811069153,-1.65610863,0.093579175,0.329360377,0.579490073,0.648382229,1
802,3.377820307,-2.185609917,0.285347557,0.349240016,-1.295524866,-0.044380721,1
803,-0.78394658,-1.967970858,-2.404783559,-1.567858514,-1.693246891,0.619187685,0
804,-1.972658611,-0.03092831,-1.752301302,-0.814157307,0.975431471,0.278742473,0
805,-3.325450332,-0.686725201,0.760558498,-1.068459778,0.180639396,0.07573706,0
806,3.61557575,2.72720055,1.610022245,0.132538159,0.223965413,-0.645470409,1
807,-2.736272253,2.117898134,1.205170595,1.30251463,-1.883460588,0.305098124,0
808,2.923060566,-3.208786547,1.08275449,-0.057300182,-1.077900047,-0.985205046,1
809,-2.961605878,1.256429505,3.263753631,-0.160310999,0.298676442,0.355163405,1
810,-0.742815528,1.878853973,-1.065120428,1.56468804,0.259009697,0.845786348,0
811,2.647543251,-0.122901017,-0.596680854,-0.042201853,0.233689913,0.008476748,1
812,1.874774601,0.376253613,-1.102502198,-0.021083052,-0.668414918,0.129645971,1
813,-2.647142315,-1.043427178,-0.843431994,-0.32081205,0.280797282,-0.590718888,0
814,0.447934247,-1.579086583,1.921369863,-1.057158523,-0.408418622,-0.425403095,0
815,-1.686756636,1.042132039,-2.371002436,-1.118885152,-0.098333577,0.699398756,0
816,-1.226517514,1.086224177,0.945508129,-1.163120184,0.201594833,0.473862715,1
817,1.158140118,-1.513882688,-2.035340634,-0.115178102,0.64449286,-0.692957905,0
818,-1.513998553,0.155532727,-0.21599107,0.463859005,-0.20705554,-0.319964221,0
819,2.015655235,-0.172801576,-0.245600291,0.10705847,-0.18368562,0.20370443,1
820,-2.591947383,0.016066634,-0.364697287,-0.084893999,0.392101222,-0.85665818,0
821,0.297675665,0.17530129,-1.423986709,1.106118434,-0.030261384,-0.150712413,0
822,0.424293487,0.147199394,-0.030667439,-0.126122652,0.472540656,0.362571505,1
823,-2.365422138,-0.039483753,-0.67894178,0.809160719,0.347648607,-0.288462081,0
824,-5.351691003,1.851244548,0.350719435,-0.857437657,-0.712213509,0.431822399,0
825,3.454570092,-0.307899106,1.866889455,-1.204293007,1.259317039,0.337970158,1
826,-0.713845354,1.126609738,1.079781949,2.288559405,-0.394304773,-0.310438626,0
827,0.292485999,0.16956843,-0.215928838,-0.197960747,-0.160521995,0.0714868,1
828,0.407278095,2.866919229,-0.518569318,-1.145118145,-0.278830424,-1.099726727,0
829,-0.730691015,-1.110415867,0.805446781,0.450777387,0.365810313,0.206040024,0
830,-2.926590487,1.06962734,-0.101317671,1.659993121,0.263205697,-0.259254437,0
831,-0.604835363,-2.14772731,-0.783802783,-1.304141422,-1.441251647,0.299147418,0
832,5.299008747,-2.387805475,0.013901155,0.850905988,0.076759659,0.598732409,1
833,1.128523179,0.581058811,3.969343597,-0.009778838,2.136916862,-0.663814856,1
834,-2.059540817,-0.394803144,-1.239934644,0.80167863,-0.271067397,-0.017300446,0
835,-0.907335182,0.969947883,0.980605164,1.125464421,-0.169197272,-0.003892511,1
836,1.893920728,0.234703039,1.133537861,0.504765369,-0.043065383,-0.088597098,1
837,1.954328092,-0.548723151,0.096897473,-0.471003605,0.295464094,0.172574952,1
838,0.899989099,-2.154336508,-0.485957103,-0.796139168,-1.084479693,0.161765416,1
839,1.998431266,1.21546916,-0.368090197,1.300688949,1.511632161,0.55045448,1
840,-1.307722967,-0.160371561,0.945008645,-1.574049915,0.840214648,0.47705344,0
841,0.555826192,0.375289839,0.205650998,-0.210303243,0.469880745,0.317871728,0
842,-1.367640761,-0.738804015,0.620412929,-1.416073277,-0.699124074,-0.054386489,0
843,0.079803841,0.1830024,1.393698933,-0.059427249,-0.070211136,-0.021723161,1
844,-3.517916948,-2.443066891,-0.863724587,1.369975854,0.329943645,0.242576808,0
845,-3.974124583,-0.638022958,-1.32069898,1.084537789,0.88318593,0.47072784,0
846,1.216553,2.687877353,1.404914192,-0.281408284,0.685502041,0.616890311,1
847,-1.271785669,-0.239179951,0.557793763,-1.077479445,0.940336151,-0.232015317,1
848,0.397618057,0.848752056,0.415911783,0.86058776,0.34817867,0.460949535,1
849,-1.447551338,-0.143069816,0.964174375,0.305514386,-0.189370478,0.437890181,0
850,0.43492903,-2.029925778,0.177672751,-1.682838269,-0.51097377,-0.073596912,0
851,-0.814021871,1.365268262,0.114216464,-0.069421302,-0.168067474,0.020790176,0
852,-5.040791724,2.136657718,1.806671496,-0.402826267,-0.337373825,0.186764799,0
853,-3.48097184,2.854917389,-0.367241305,-0.447861354,-0.361264361,-0.004119272,1
854,2.35983072,0.748015633,-0.262243076,-0.01109073,0.170242377,0.95390166,1
855,3.711862095,-3.246831045,1.179203327,-0.229155257,-1.518402037,-0.825332344,1
856,-2.406100165,0.200412264,-0.774449468,-0.437448993,-0.215452746,-0.523831943,1
857,0.544731361,-0.092505656,0.308742854,-0.60258627,0.130651439,0.46276373,1
858,4.562228272,-0.513746204,-1.316041856,-0.217280334,0.997021097,0.092800042,1
859,-2.194134778,0.039675015,0.405007715,-0.870793973,-0.209411066,-0.503272056,1
860,-1.018920176,-0.501153823,0.979530538,-0.093962059,-0.09754352,0.032752691,0
861,4.099741411,-0.516126869,0.035025432,1.198792549,0.139722134,0.89648319,1
862,4.394656082,-2.217956829,-0.947898465,0.392314245,-0.531290289,0.225959645,1
863,0.410432234,-0.307283943,-2.836524203,-0.515445759,0.066166938,0.776351225,0
864,4.20056114,-2.194191833,1.000494758,-0.457710969,-1.277470797,-0.713169183,1
865,-2.920000495,1.756840408,-0.478172878,-0.310967185,0.755766929,-0.793531435,0
866,-1.776932869,1.614616058,1.974423608,-0.326923513,-1.064528683,0.508265841,1
867,2.297083913,-1.374261539,0.085397084,0.382225879,-0.220497203,0.077095199,1
868,-2.450552518,0.62739888,3.090775172,-0.756755131,-0.510890528,0.234183804,0
869,2.309652139,0.267077656,-0.532714782,0.860003083,-0.196955639,0.296201812,1
870,2.308506656,0.66379137,1.372262286,1.089106453,-1.373349717,0.405063177,0
871,-1.202063148,0.221743434,0.060777256,-1.390484649,-0.595650616,-0.157898827,1
872,1.339218854,-0.563755527,-0.5686293,-0.347594714,-0.679550986,0.303000578,1
873,-2.221990131,1.467841094,-1.093971478,-0.378791746,-0.089290529,-0.590008548,0
874,1.476285184,1.262482171,0.852421836,-1.197062525,0.057579521,0.357314159,1
875,-1.461947931,0.22994946,-0.581075278,0.15017456,0.550082458,0.442165066,0
876,0.966607835,-0.477898003,-2.059498505,-0.76879334,0.60139771,0.434700856,1
877,-1.415991725,0.016580778,1.082012127,-0.320175432,-0.801304004,-0.285349465,1
878,1.536293481,0.616046936,-0.403735919,1.510535589,-0.38845928,0.539154099,1
879,-0.043094891,-0.414611033,-0.837483745,-0.914116364,0.357854453,0.398978001,1
880,3.698501513,-2.554354577,-2.838208284,-0.872467489,0.681869475,0.272471613,1
881,-0.155474755,0.127605379,-0.122788299,-0.398557636,-0.051388488,-0.398103854,0
882,-0.564946996,-1.188900834,-1.005095169,-1.424244139,0.035454671,-0.35702781,1
883,1.810707054,-0.139029906,0.129873409,0.635845867,0.548588764,0.825699309,1
884,-2.02995097,0.311779109,2.292962052,-0.41620025,-0.33505993,0.613204786,0
885,-2.986152344,-1.635255524,-0.158387242,-0.860131611,0.826434282,0.077419987,0
886,3.135263378,-1.212565576,-1.569263778,1.137346683,0.842551352,-0.855648161,1
887,-3.948033949,-0.386389825,1.29408383,0.408309441,-0.299701785,0.085301687,0
888,-0.455117992,0.287553846,-0.845477964,-0.744909718,-0.426847737,-0.100437878,0
889,-0.834618046,0.031465184,-0.514011635,-0.058163918,0.465714523,-0.026895812,0
890,2.24250714,0.05314283,-0.798248655,0.887912796,0.545298347,-0.181570622,1
891,2.350402598,-1.151924328,-0.403993645,-0.790189684,0.221913365,-0.141602363,1
892,-2.554464129,-1.942489757,-1.170050701,2.89886976,-0.235105332,-0.938062925,0
893,-0.095065725,-0.998671826,1.356551075,-0.070878438,-1.423034591,0.379402458,0
894,-1.797926646,-0.280944841,-1.041858106,0.841812248,-0.146756094,-0.716219756,0
895,1.178725173,-0.142094639,1.457364834,0.925237155,0.491346183,-0.375624063,0
896,-0.696425998,0.017125645,-0.707226848,0.72738571,-0.152712217,0.518983095,0
897,-3.44109878,0.101086604,-1.231614284,0.341105948,-0.176673842,-0.107953432,0
898,-2.13093103,-0.194322413,0.386589587,-0.443903836,0.756498428,-0.308589632,0
899,0.163030612,0.165084596,-0.852532122,0.324234423,-0.356116925,-0.408869035,1
900,-2.957388649,-0.503595484,1.056641955,-0.097243491,-0.383022745,-0.108614726,0
901,2.158529171,-2.127254927,-0.374967899,-0.395747229,1.054776074,-0.288805468,1
902,0.039515252,0.084479313,-0.107127463,0.204782918,-0.171535692,-0.276174208,0
903,1.130356908,-0.323485643,-2.731184055,-0.250042875,-0.601378019,0.422725582,1
904,1.374086649,-1.785565062,0.831347795,0.034528684,-0.394753187,-1.128633306,1
905,-0.837998377,-0.046244849,0.865738855,1.108956382,-0.014893219,-0.163907971,1
906,1.800895122,0.893041003,0.479574834,1.748863829,-0.19301633,0.376906934,1
907,0.111895264,-0.012117555,-1.095586667,0.630543716,-0.522803134,0.495736252,0
908,-0.9291165,0.514704398,0.383998373,0.88948,2.530712514,-0.283222685,1
909,0.211431745,1.105045084,-0.060803806,-0.269230557,-0.04462687,-0.723830807,1
910,-0.125940296,-1.944637533,-0.176382152,1.164757177,-0.248966537,0.503325651,1
911,-2.0966315,0.684347269,0.912319147,-0.238385932,0.147581689,-0.098963521,0
912,4.481448273,-1.481772349,2.500327704,-0.563546426,-0.285682431,-0.500787887,1
913,-4.039559271,0.395480826,-0.024509104,-0.753738101,-0.40833615,-0.116719279,0
914,0.035162198,-1.019689179,-0.190273119,1.34516364,-0.081601639,1.065016767,1
915,0.808691983,1.17567537,-1.027091881,-0.841714164,-1.4168525,0.912110948,1
916,1.884992566,0.74879444,1.891849223,0.288419664,0.430357196,-0.063328316,1
917,0.81653807,1.000706144,-2.367098323,1.398472095,0.334774432,0.304321071,0
918,-2.258694172,1.725713743,0.186598871,0.804047654,-0.53374066,0.066591216,0
919,4.133278186,-2.416980518,1.542858689,-0.278568619,0.317657715,0.923136594,1
920,-0.350285543,0.517611884,1.598391228,1.160485904,0.71567781,0.324393542,1
921,-5.441457887,-0.696533261,0.058318687,1.309633545,-0.668480689,0.707220038,0
922,0.583506321,-0.059094317,-1.38496439,0.536621683,-1.065174962,0.144533109,1
923,-3.681707009,0.681325148,0.733291541,-0.740771503,-0.392729202,-0.831499077,0
924,3.038516604,1.017708394,-0.000537768,1.117154202,-0.620352715,0.389926527,1
925,0.477960099,0.202175699,-1.042282917,-0.298146283,-0.442188085,0.134354048,1
926,-0.471033329,-0.481512842,0.255677094,-0.256580521,1.356206707,-0.545808949,1
927,-5.411144129,-0.856092083,0.381049531,0.801039998,-0.471450816,0.837998217,0
928,-2.402854483,0.516813142,1.603249559,-0.413776523,-1.561224031,0.426097063,0
929,-0.857846446,0.894446897,3.439456678,-0.987352621,-0.354401101,0.965156499,1
930,-1.504117905,-0.194290749,-0.289716723,0.132222715,-0.61454321,0.053403928,0
931,0.419883934,-1.746095119,0.867165002,-1.083705497,-0.025110993,-0.167776429,0
932,-4.029131558,-1.112623555,0.072935888,1.431285301,0.762789777,0.015402551,0
933,2.708268354,0.73741072,-0.946484784,0.632863638,-0.301561939,0.747217668,1
934,1.662012337,2.206002348,1.317013672,0.112330936,0.806090613,0.462820765,1
935,-1.534290309,1.722885576,-0.954161563,0.909433917,-0.011638642,0.139152891,0
936,-3.198727809,2.14837232,0.15728478,-0.52470081,0.693143065,0.458785434,1
937,1.250967464,1.569061062,-0.346830437,-0.8629721,0.092818633,0.055586924,0
938,-0.116581834,-2.218980267,1.212126327,-0.519530256,-0.1367077,-1.043688919,0
939,2.034360565,-0.889710052,0.087072429,0.068478179,0.116292093,0.031127755,1
940,3.362855673,-1.636728736,-2.819383858,0.148178945,-0.192935113,-1.225814739,1
941,2.482546042,-2.286905109,0.31775684,-1.314812299,1.286275255,-0.319696824,1
942,1.285877536,-1.292822563,-2.264840918,-0.106942852,0.273490197,-0.047838654,1
943,3.451749556,2.555502405,0.923666894,-1.208573604,0.0334881,0.156766058,1
944,-3.067405289,1.57035936,0.838896182,1.208998834,0.62729045,0.416985295,0
945,1.697694994,0.78032805,-0.105697976,-0.828801577,0.374938353,0.632025458,0
946,-3.468735386,-2.338116075,0.830423882,0.84663582,0.877792494,-0.21113889,0
947,0.89942454,-0.624856423,0.80118919,0.306883446,0.656671486,-0.499637258,0
948,-1.897221889,-0.158109997,-0.201294725,-0.6665034,0.467648956,-0.032676667,1
949,-0.072880609,-0.668651638,0.537336581,0.690235308,0.638781941,-0.586637385,0
950,-1.386668754,0.8757211,0.384930926,0.603043269,0.143145877,-0.786839296,0
951,6.107686533,0.95079451,-2.044850999,-0.469020354,0.198385847,-0.438811211,1
952,-0.05054065,1.006541184,-1.535924893,-0.321944109,-1.202837406,-0.148856584,0
953,-3.692000661,-1.532857953,1.080219529,1.326162052,-0.089839258,0.583833028,0
954,-3.330786571,-0.598416325,0.742153438,0.183931738,-0.316721156,-0.236082827,0
955,0.788106024,-0.317365074,0.358021709,0.402689066,-1.13798761,-0.043797389,1
956,-1.052583343,0.109120724,0.392937947,-0.683872713,-0.004703349,-0.121917643,0
957,0.598492954,-1.474219438,-0.842744527,-0.353341091,0.439552924,0.131437677,0
958,-2.003099143,-0.14984345,1.479590553,-0.287996357,0.482587398,-0.088365336,1
959,-3.717452986,1.459393705,-2.416340812,1.292427255,0.412816914,0.826670381,0
960,-0.775425248,0.07136226,0.531655737,-0.364090379,-1.381478443,-0.454874535,1
961,-4.193800422,0.734467709,-2.522841215,0.557741991,-0.506140193,-0.589102839,0
962,-1.791287356,-0.124968481,-0.838895232,-1.088741816,0.356897597,-0.156217972,1
963,-2.495580721,0.343084354,0.647571715,-0.547952728,-0.670495446,0.034783735,0
964,-0.582960912,0.136675593,-0.647273427,-1.303297168,-0.29970995,-0.480655391,1
965,5.87659846,1.30457374,-0.394590549,-1.238164779,-0.268736817,-0.463961561,1
966,-2.522777908,0.672799383,0.826564843,-0.75767832,-0.11901236,-0.061372501,0
967,-2.335778112,-0.370812787,-1.115985262,-0.409309845,-0.453107518,-0.2757347,0
968,0.839885086,-0.622363311,0.365659794,0.146355155,-0.198668794,-0.236833201,1
969,-1.594796355,0.265445923,1.294760798,-0.410325689,-0.031444789,-0.414391502,0
970,2.269701149,2.464943737,0.544037011,-1.606074577,0.053715963,-0.173124293,1
971,4.928087939,-1.602303214,0.808383503,1.862935054,0.175044732,-0.656157453,0
972,2.843178183,1.629143856,-1.237361449,-0.554722361,0.755087328,0.167874203,1
973,-3.067494168,-1.060970516,0.452494982,1.453303731,1.270037222,0.456583254,0
974,-1.856450287,1.516528864,-0.950421643,-0.138506612,-0.330840343,0.600919142,1
975,-4.38318728,-1.503179699,-0.139333277,-1.09961362,-0.142341577,-1.005662176,0
976,-0.40368742,0.15830506,0.702746409,0.391202772,-0.134770884,0.150350888,1
977,-0.176872475,-0.083019379,2.576718838,0.314725603,-0.248778076,-0.227166898,1
978,-0.677301798,1.389287957,2.914033159,1.384654321,-0.731824042,-0.217841654,1
